navn,tlf
ABIGAIL IVS,26788008
ABIGAIL TØRKOST LAGER,26788008
ALDI HAVERSLEV KS,98654511
ALDI MARKED,75566600
AMMENAM APS,50527903
BARS TRADING APS,22996262
BAZAARMONDO,50147720
BLACK GOURMET,61317644
BRIAN MARK 821 VEJGÅRD APS,96320097
BROUNDAL,40309818
BUTIK 115 AALBORG,76350000
BUTIK 234 NØRRESUNDBY,76350000
BUTIK 249 AALBORG 2,76350000
COOP365 SKIPPEREN AALBORG,43864386
DAN SLOTH 983 LØVVANGCENTRET APS,98800161
DANNIU,52703283
DANNY TJELL 790 GUG APS,98124454
DET BEDSTE BRØD,60174589
EUROPEANGOODS,20621222
FAKTA 0053,43864386
FAKTA 0072,43864386
FAKTA 0073,43864386
FAKTA 0196,43864386
FAKTA 0216,76414300
FAKTA 0242,43864386
FAKTA 0243,43864386
FAKTA 0247,76414300
FAKTA 0259,43864386
FAKTA 0264,43864386
FAKTA 0282,96300445
FAKTA 0815,43864386
FAKTA 0828,43864386
FAKTA 0838,43864386
FAKTA 0847,43864386
FAKTA HALS,43864386
FIDUS AALBORG APS,42551835
GEMINAE I/S,24849876
GOBASKET I/S,60576977
GRØNGROSSEREN,27465477
HCA NORDIC APS,60877777
INTERVARE A/S - AALBORG,36868000
JACOB DALGAARD 893 AALBORG APS,98155575
JAKOB DIGE 838 HASSERIS APS,98111990
JESPER PEDERSEN 795 SVENSTRUP APS,96395859
KETO KLUB LAGER,22852129
LARS MØLLER 932 ØSTERBRO APS,98160919
LIDL AALBORG TORNHØJVEJ,76350000
MBL IMPORT,96440599
MOOZE APS,60473222
NÆRKØB,98173245
NETTO,87785000
NETTO ETERNITTEN,87785000
NETTO HOBROVEJ AALBORG,87785000
NETTO STORVORDE,87785000
NETTO TORNHØJ CENTRET,87785000
NY KÆRGAARDEN,61691368
ØLELSKEREN I/S,20778101
PETER NIKOLAJSEN 982 VODSKOV APS,98298198
QUIST WINE DETAIL APS,29691664
RASMUS BROE 967 AALBORG APS,98121181
SEEWAT DANMARK APS,60877777
SEFSUB IVS,31421320
TANDHJÆLPEN,53854002
VENDELBOSHOPPEN,42923506
VIN TIL FOLKET,29934257
EGON KJELDSEN EFTF.,98314422
HASSERIS TAG OG FACADE APS,26208969
JELLESEN-TAG APS,51243648
JOHN SØNDERGAARD,98341147
KA SOL V/KNUD ANDREASEN,50551001
NORDJYSK TAGSERVICE APS.,98622286
NØRRESUNDBY TAGDÆKNING APS,23114919
PHØNIX TAG NORDJYLLAND A/S,96342666
STAE TAGDÆKNING V/GERT OLSEN,98256122
AALBORG DENTALLABORATORIUM APS,98125388
AALBORG TANDPLEJE V/LOUISE KELLER,98124938
AALBORG TANDPLEJER APS,98124938
BORCHORST TANDREGULERING,98131500
BYENS TANDLÆGETEAM,98166991
CONE BEAM AALBORG I/S,98131500
CURIVAL APS,98127001
HARALD TANDLÆGECENTRET 9000,98134870
HARALD TANDLÆGERNE DANMARKSGADE,98120938
HARALD TANDLÆGERNE ØSTERÅGADE,98102086
KÆBEKIRURGI V/ ØZLEM KESMEZ,21203877
MONDENT AB,28519770
SANDY,91150515
SKALBORG TANDTEAM,98184611
SPECIALTANDLÆGE CARSTEN PALLISGAARD APS,98181598
SPECIALTANDLÆGERNE BUDOLFI PLADS,73707696
SPECIALTANDLÆGERNE VED BUDOLFI PLADS I/S,73707697
TANDKLINIKKEN VEJGAARD SUNDHEDSCENTER,98117799
TANDLÆGE ANDERS VOGT,98102086
TANDLÆGE ANJA JUEL LUNDGREEN,98102086
TANDLÆGE ANJA KROGH,98123654
TANDLÆGE ANNE RIKKE FAARUP SØRENSEN,98121110
TANDLÆGE ANNELI PALUDAN APS,98173711
TANDLÆGE BIRGIT ISAKSSON,98123654
TANDLÆGE BO BENTSEN APS,98161066
TANDLÆGE CARL JUHL NIELSEN,98127849
TANDLÆGE FLEMMING S LAURSEN,98101122
TANDLÆGE GITTE ANDERSEN APS,98161066
TANDLÆGE HANNE JUHL,98121110
TANDLÆGE HANS BRIX MADSEN,98132060
TANDLÆGE HANS JØRGEN JACOBSEN,98171234
TANDLÆGE HENRIK PEDERSEN,98123390
TANDLÆGE KIRSTEN RØGILD KNUDSEN,98134242
TANDLÆGE LOUISE KELLER,60155712
TANDLÆGE MALTBÆK JENSEN APS,98121972
TANDLÆGE MARIANNE ANESEN APS,98182624
TANDLÆGE MIA BATH APS,98343737
TANDLÆGE MOGENS BJARKAM APS,98130407
TANDLÆGE NIELS BO HANSEN APS,98323233
TANDLÆGE OLE BUSKBJERG,98130051
TANDLÆGE OLE ZEILAU JENSEN,98182270
TANDLÆGE PETER PEIN-LORENZEN,98171166
TANDLÆGE SØREN BANNEBJERG,40863064
TANDLÆGE SØREN M FRANCK,98135411
TANDLÆGE SUSANNE BRUUN LADEFOGED,98120938
TANDLÆGE TAGE JUSTESEN GANDRUP APS,98259570
TANDLÆGEHOLDINGSELSKABET LARS KOFOED APS,98127161
TANDLÆGEHUSET I VODSKOV V/MOGENS NYGAARD,98293922
TANDLÆGEHUSET TAND & IMPLANTATKLINIK,98353680
TANDLÆGEKLINIKKEN FLEMMING BRUUN APS,98124467
TANDLÆGEKONSULENT LARS JOHANNESEN,21640814
TANDLÆGERNE GANDRUP,22975059
TANDLÆGERNE I HASSERIS I/S,98182777
TANDLÆGERNE I KLARUP I/S STEEN PETRI PETERSEN OG CARLO PEDERSEN,98319240
TANDLÆGERNE I KLARUP V/STEEN PETRI PETERSEN,98318337
TANDLÆGERNE KROGH & ISAKSSON I/S,98123654
TANDLÆGERNE LADEFOGED & ANESEN I/S,98120938
TANDLÆGERNE PÅ SOLSIDEN I/S,98178998
TANDLÆGERNE VESTERBRO 54,98121202
TANDLÆGESELSKABET HELLE JANSEN APS,98101410
TANDLÆGESELSKABET MADS KIRKEGAARD APS,98132505
TANDLÆGESELSKABET SØREN SKOVFO APS,98351092
TANDLÆGESELSKABET TANJA HUGHES APS,98120845
TANDLÆGESELSKABET VIBEKE BOKÆR PETERSEN APS,25640215
TANDPINEVAGTEN,97648000
TANDPLEJEN NIBE,98352120
TANDPROTESE-KLINIKKEN V/ KLINISK TANDTEKNIKER LIS VYSKOCIL,26846132
TANDPROTESEHUSET AALBORG,70707672
TANDTEKNIKER LARS RYE KRISTENSEN,98353840
WWW.TANDBLEGEKLINIKKEN.DK APS,40863064
7-ELEVEN,98293254
CIRCLE K DANMARK A/S,70135135
F24,70242424
INORDVATIV A/S,99333333
KONSULENT TAGE OVERBALLE,25416787
OIL! TANK & GO ÅLBORG NIBEVEJ,76409409
OIL! TANK & GO ÅLBORG ØST,76409409
OIL! TANK & GO NØRRESUNDBY,76409409
Q 8 SERVICE,70124545
SHELL CRT,70102800
SHELL EXPRESS,70102800
SHELL EXPRESS KLARUP,33372000
DET LILLE LÆDERI,60602520
NEYE LÆDERVARER,98120516
ALU-GLAS,22560240
DANISH CRAFT ADMINISTRATION,91994909
GARDINMONTØREN AALBORG APS,98149500
HØJ TÆPPER A/S,98191800
LINDSKOU GARDINER/UDLEJER JYTTE ELISE LINDSKOU,98170290
PERSIAN GULF CARPETS,42926261
TÆPPEKLINIKKEN APS,22550088
TYLSTRUP GULVHUS APS,28152611
VEJGAARD TÆPPEMONTERING A/S,98139499
13IT IVS,81443810
3 BUTIKKEN AALBORG,70313735
3BUTIKKEN AALBORG STORCENTER,70313711
AALBORG PHONE REPAIR,52900034
CONNECTION TELE-PUNKT A/S,70106600
DPP IVS,72206652
ENIIG CITY SOLUTIONS A/S,99369936
ENIIG FIBER A/S,99369936
FLOT,28256089
FRITIDSNET.DK APS,40999910
IPINION APS,81101010
MAPPIAH CONSULTING V/MICHAEL YAW APPIAH,21747541
MMWAVE HARDWARE,60533988
MOBIL FIX,27982466
MOLTSEN ADVISORY IVS,25214635
NOKIA DENMARK A/S,72179000
NOPAYNET DANMARK A/S,70270761
PKN EMC ENGINEERING,30654686
SIEMENS AG - MOBILE PHONE DIV.,72195000
SMARTRADIO,22326957
SOHO SALES AALBORG,70313313
SØREN GRØNBÆKS MOBILMONTAGE,98381174
STEPTECH A/S,24601012
TDC A/S,70703000
TELENOR A/S,72121212
TELENOR BUTIKKEN,72121212
TELIA,82337000
TELIA SHOP AALBORG STORCENTER,82337000
TRENDPHONES,40282769
WCY A/S,44451481
WCY AALBORG,71745050
WECOVERYOY AALBORG,71745050
608 MONKI DANMARK,70102331
653 WEEKDAY DANMARK,70102331
709 HENNES & MAURITZ A/S,70102331
717 HENNES & MAURITZ,70102331
832 H & M HENNES & MAURITZ A/S,99337330
845 HENNES & MAURITZ,98130000
847 HENNES & MAURITZ,96342060
865 H & M HENNES & MAURITZ A/S SHOPPEN - ÅLBORG STORCENTER,70102331
A SPECIAL INTRODUCTION,50178416
ADAG APS,51263541
ALBERT REX APS,96300307
ALL OUT THERE,50238000
ANTONIO DENMARK,51163501
ARVI ARVI I/S,28693660
AXEL KAUFMANN QUINT ÅLBORG STORCENTER,86123444
B BY B,97155808
B-YOUNG,20428131
B. YOUNG AALBORG,98172200
BELLA DONNA AALBORG STORCENTER,98791988
BELLE EPOQUE IVS,28290906
BEYOND HORIZONS,30610574
BIDOU DANMARK IVS,22874477
BJERRING V/BENTE BJERRING,98188060
BRDR. SIMONSEN APS,60135619
BRUNØ TØJ APS,70200029
BUTIK KÆRLIGHED,28938424
BUTIK TIFF VODSKOV,98189808
BUTIKKEN,28409519
BUTLER - RICHARD I/S,96321666
BY ANJIDEN,30256844
BY SHEFALI V/ HANS HENRIK VON PATEN-HALLERMUND,21572126
BYGANNER,26204245
CASHMERENATION,20818254
CAVARILO,31633018
CC: CHRISTENSEN AALBORG APS,98121833
CCK DESIGN APS,27311078
CHANGE - AALBORG CITY,44990230
CHANGE - AALBORG SV - STORCENTER,98181019
CK MAGASIN AALBORG,70208073
CREME FRAICHE AALBORG,27797003
DATOSELSKABET AF 2. JUNI 2020 APS,22821469
DEKARL APS,26434401
EDGARSDEALS /V EDGARAS KARNAUCHOVAS,53502594
EXPEDITION WEAR RETAIL AARHUS APS,98100029
EXPEDITION WEAR RETAIL APS,98109022
F. & B. VANGSGAARD APS,98122644
FANDANGO APS,20166064
FEMILET A/S,96604444
FIT GARMENT I/S,91935773
FREJA SKIND,86801133
GAMBANY,29704272
GARDEROBEN AALBORG,86982298
GITA & GUNHILD,88371010
GRETHE GRUNDAHL,28450691
HELLE BUCH OLESEN APS,98131433
HHH DETAIL APS,98770709
HR. & FRU B. AALBORG APS,22304435
HUMMEL KIDS STORE AALBORG STORCENTER,87344800
HUNKEMÖLLER DANMARK A/S,96310064
HUNKEMÖLLER DANMARK A/S AALBORG STORCENTER 71,98791855
HUSET YPKENDANZ APS BUTIK NORDJYLLAND,98137144
INKOGNITO IVS,22705000
JACK & JONES,98127900
JACKIE AALBORG,51903565
JACKIE RETAIL APS,51903565
JD WEAR,23866340
JULIA V/LONE JØRGENSEN,98170671
K&R IMPORT,22354830
KALSTRUP LIVSTILSHUS APS,98120812
KARNEVALSEKSPERTEN,31614624
KINGS & QUEENS - AALBORG,27260904
KINGS & QUEENS - FRIIS,28790904
KIRK I/S,52401095
KORNA STÆHR A/S,98122050
KORTA IVS,22256224
KRÆS,98129923
KYNEB V/JOAN KYNEB,23739725
LA NOVIA V/JEANNETTE THYBO,22311385
LAIN IMPORT APS,98109022
LEVELROOM,31665479
LION&LIONESS,52404540
LOFT BY LOFTET,96321668
LUCCA DANISH DESIGN,61555060
LYKKE-DRESS V/HELLE LYKKE FÆRCH,40315451
MAEMODE,50379966
MARCUS AALBORG,98791511
MARCUS CITY,88329112
MARLBORO CLASSIC,98109022
MCS COPENHAGEN APS,98109022
MESSAGE,98191894
MESSAGE A/S,96232289
MKMWEAR,22852129
MODSTRÖM APS,96321666
MODSTRØM,96321668
MOTIVMASKER,41615354
MULTISERVICE AF 2007 APS,98383280
MYSTRA GROUP,36991937
NEW BRAND FASHION APS,71741879
NIELSEN´S AALBORG STORCENTER,63109955
NOA NOA APS,98129254
NOELLA FASHION APS,28941822
NÜ AALBORG,98127070
OLGAS OLDEBØRN V/LENE A. GADEGAARD,98128877
ONLY AALBORG - BISPENSGADE,99423829
ONLY AALBORG CITY,99423829
ONLY AALBORG STORCENTER HOBROVEJ,99423829
OURLANE,30204789
P & P TEXTILHUSET VEJGAARD TORV V/SØREN SØRENSEN,98134855
POUL RASMUSSEN,98250095
PWT A/S ADMINISTRATION,72454545
RECAPLAZA,40712423
RENÉ COLLECTION,42953013
RIGTIGE MÆND NØRRESUNDBY APS,98223446
ROUSSI,50151412
RXD SHOP IVS,25522200
SALEBYORY,22336927
SAMSOK,40332291
SCANDINAVIAN FASHION GROUP APS,98109022
SELECTED AALBORG STORCENTER,99423200
SELSKABET AF 31. JANUAR 2021 APS,20166064
SHAPING NEW TOMORROW HOVEDSÆDE,42909024
SKIN WEAR AALBORG APS,98168644
SLURRED SPEECH,24785147
SOFIE LINGERI,29179397
SOLO ÅLBORG STORCENTER APS AALBORG STORCENTER,75291033
STREETAMMO APS,53378540
STREETWEARCPH,30721953
STRENGTH & HONOR V/DANNY MØLTORP,98423011
TIFF VEJGAARD,98160010
TIFF VODSKOV,51549920
TIPPY AALBORG,58261333
TOMMY HILFIGER MAGASIN AALBORG,70208073
TØJEKSPERTEN AALBORG CITY,72454545
TØJEKSPERTEN AALBORG STORCENTER,72454545
TRANSFER V/JACOB MYRHØJ OG SUSANNE HEJE MYRHØJ,40633070
TRANSTING,28934488
TRIUMPH MAGASIN,49121411
TW TRADING APS,98182866
UNDERWEARSHOP,22749696
VANGSGAARD KONFEKTION APS,98122644
VAREBØRSEN APS,98162116
VERO MODA,98166969
VILA - AALBORG,42130146
VINTAGESHOPPEN I/S,20910294
VP MODE V/VIBEKE PRISTED,26390045
WAGNER AALBORG STORCENTER (43),72454545
WUNDERWEAR A/S,38412124
YOUR STYLE SHOP,60466756
ZIZZI AALBORG CITY,76981100
ZIZZI AALBORG STORCENTER,76981100
2E PROJEKTUDVIKLING I A/S,98167272
717 SERVICE,23905746
A-TEAM V/JØRGEN BUUS MADSEN,25141503
A.H.J SERVICE,22484341
AALBORG BYGGESERVICE,20888870
AALBORG DØRMÆND,42409311
AALBORG MONTAGE IVS,71178167
AALBORG TØMREREN V/ LASSE STJERNBY,23956533
AALBORG-TØMRER,25777780
AARDESTRUP BYG & MONTAGE,60631263
AH BYGGESERVICE V/ALLAN HERMAN BRINK,20800300
AJK TØMRER,20685804
AJSTRUP TØMRER APS,98261050
AJSTRUP TØMRER V/DAN KRISTIANSEN,98261050
AKC BYG IVS,60396752
ANPARTSSELSKABET AF 23/11 2020,52302302
BAYMLERS MULTISERVICE,53618803
BERG´S TØMRER & SNEDKER FIRMA APS,30355333
BM BYG OG MONTAGE APS,60223599
BN BYG - TØMRER OG SNEDKER,30143290
BOKA BYG,30219927
BOLIGRENOVERING,60601111
BORDPLADEN.PRO,25215151
BØGELUND TØMRER- & SNEDKERFORRETNING APS,40584512
BØRRESEN BYG APS,40557685
BRANDES BYG APS,42584241
BRØNDUMS BYG & MONTAGE V/MORTEN BRØNDUM PEDERSEN,98115590
BYG OG MAL APS,22175828
BYG4YOU IVS,31579161
BYGGEFIRMAET RAVN,26717164
BYGGEFIRMAET RAVN APS,26717164
BYGGEFIRMAET STEEN BORUP,22521415
BYGGEPROCESSEN APS,51204154
BYGNINGSSNEDKER JAN VEIBY HELD,98293626
CALARO,31713688
CALUNDAN BYG & MONTAGE,42910708
CHILI BYG,24274414
CP TØMRER & MONTAGE,51243587
CRAFT-BYG,51762446
CRC BYG OG ENTREPRISE,52687285
CSK GROUP,20665095
CT BYG OG MONTAGE,26848160
DALGÅRDENS SNEDKER- OG TØMRERSERVICE APS,98343441
DAMA-BYG V/ALLAN JENSEN,21688191
DANO GRUPPEN APS,93921166
DBT EJENDOMME,51944029
DC TØMRER OG SNEDKER,93871446
DEKO P/S,43557711
DEN BETTE TØMRER A/S,51944029
DEN NORDJYSKE SNEDKER,21972828
DHK-BYG APS,31763960
DJ TØMRER & SNEDKER APS,41865756
EGHOLM-SNEDKEREN.DK,22142245
ELA BYG TØMRERMESTER ERIK LISBERGANDERSEN,98133388
ENTREPRENØRFORRETNING V/MORTEN CHRISTENSEN,98154111
FA EDGAR NIELSEN V/CARSTEN BLEIS NIELSEN,98129438
FALBORG BYG APS,40794109
FÆRCH & CO. A/S,98186220
FILIP WINTHER,22151350
FJ MULTICARE V/FRITS JØRGEN ERIKSEN,20100718
FRIBYG,42300301
FUGMANN SMÅBYG V/ANDERS FUGMANN,39390270
GANDRUP TØMRER/SNEDKER V/SØREN WESTERGREN,23728151
GÅRDEJER JENS CHRISTIAN ANDERSEN,98323649
GD-MONTAGE,60221677
GERT SUDERGAARD,98251669
GH-BYG,41822727
GODTHÅB TØMREREN V/KENNET NIELSEN,21852705
GP. TØMRER- & SNEDKERFORRETNING,28966714
GREEN VIKING V/DAMIEN JOSEPH CAHILL,42911223
GRØNDAL SPECIALINVENTAR APS,51711457
GRØNNING MØBELSNEDKERI IVS,30269330
GS TØMRER & SNEDKER APS,98387240
GUFFIE EJENDOMME APS,29735050
GUG TØMRER-OG SNEDKER FORRETNING V/KAI M CHRISTENSEN,98145015
GUG TØMREREN APS,41789210
H. JENSEN BYG APS,98315648
H.S.N BYG V/HENRIK SCHOUBOE NIELSEN,61864397
HÅKONSEN,60787309
HAMMER BYG TØMRER- OG SNEDKERFORRETNING APS,98293034
HANDI HUSE.DK APS,98332213
HANDYMAND TORBEN PEDERSEN,20468062
HANS PETER BAK,98254597
HANS VÆRK,91108266
HARTMANNS BYGGESERVICE APS,40153316
HENRIK BAK TØMRER OG SNEDKER,28563287
HJORTH MONTAGE APS,98194059
HK-BYG VESTBJERG V/HENNING KLOVNHØJ,98296874
HOLDENSGAARD - TØMRER OG SNEDKER APS,25367788
HOLKGÅRD BYG OG AGRO,30993036
HOLSKO EJENDOMME APS,20435694
HOLT BYG APS,98319979
HUSTØMRERNE A/S,98188466
HVORVARP HUS-BYG,30237103
IDEAL BYG V KLAUS KRISTIANSEN,27127125
INDUSTRIGÅRDEN AF 1/9 1988 APS,70273303
J.A. BYG & BOLIG,42496264
J.L.A. BYG APS,61611901
JACOBYG,21960870
JAKOB ASBJØRN,24985208
JBS BYG,22675569
JENSENS BYGGESERVICE V/GERT MØLLER JENSEN,40751904
JERICABYG APS,21968090
JETO SERVICE V/TORBEN S HANSEN,98261487
JG MONTAGE,26322603
JH TØMRER-& SNEDKERMESTER,61755595
JHS BYG 2020 APS,41100910
JJ EJENDOMSSERVICE APS,28595062
JL TØMRER MONTAGE V/ JAN LUNDSTEEN LAURITZEN,98353559
JLS TØMRER,31483957
JOHNPOULSENNJ APS,98192911
JONI BYG TØMRER & SNEDKER APS,93960508
JS-BYG & MANDSKAB,30421955
JSM TØMRER OG MULTISERVICE,22344089
JYSK TØMRER & SNEDKER,60741307
K.D.BYG & MONTAGE V/KENNETH DALGAARD,26799703
KASTBERG AALBORG,98625155
KB BYG OG MONTAGE,40630081
KELA EJENDOMME APS,22268728
KIMS TØMRER- & SNEDKERFORRETNING APS,40642273
KIRKBAK BYG V/ LENNERT KIRKBAK,51317242
KJÆRSGAARD & SIMONSEN APS,98293977
KJÆRULF THOMSEN-TØMRER OG SNEDKER,24891102
KLARUPBYG V/KASPER JUSTESEN,23234691
KLITTE OG JENSEN A/S,86910088
KMS BYG V/VKRISTIAN MUNK-SCHALTZ,40820232
KØLBY TØMRERFORRETNING APS,20240936
KVALLIBYG AALBORG APS.,26142120
LANG TØMRER OG MONTAGE,23497746
LARS PETER LARSEN,21753528
LEVORSEN APS,53516986
LEYK SERVICE,50389501
LICHON BYG,28572362
LINDHARDT TØMRER & MONTAGE APS,60144477
LUND & CO.,51328682
LUND & STAUN A/S,98341313
LYNGBY TAG OG FACADE IVS,40960070
MAGNUS THOMSEN EFTF APS,98156101
MALLES BYG,52757997
MANO MONTAGE IVS,22532649
MARTIN WOOLF,52300025
MASKINSNEDKERI V/EVAN CHRISTENSEN,98259578
MESTER V/JØRGEN THYBO,40181702
MGM CONSTRUCTION,26812569
MHJ BYG APS,25348788
MICHAEL LUND A/S,98385848
MJ MULTIBYG,42837103
ML TOTALBYG APS,25118000
MNN BYG,26400315
MULTIBASSE,20323050
MVB ENTREPRISE,52406989
N.S.V. MONTAGE APS,98331743
NB BYGGESERVICE I/S,20737677
NERO AS,22451052
NG TØMRER OG MONTAGE,28916104
NH-BYGGESERVICE.DK,21205204
NIL BYG,91456745
NN MONTAGE,23309505
NORD BYG,61436809
NORDJYSK BYG & ENTREPRISE,91879617
NORDJYSK BYG & RENOVERING,41374040
NORDJYSK BYGGERI APS,24200242
NORMANN BYG V/KENNETH NORMANN,23296240
NØRGAARDS,22170091
NØRRESUNDBY TØMRERFORRETNING,98179848
OLE LARSEN BYG APS,98310509
OVERGAARD JENSEN BYG APS,98331616
PAJKES IVS,60124052
PALLE W. HANSEN AALBORG A/S,98180266
PB BYG & MONTAGE APS,20967610
PFJ BYG V/PETER FRODE JEPPESEN,31328029
PI BYG,22347377
POWER WORKERS APS,22721624
PRIVAT VIRKE V/PREBEN SIMONSEN,98140712
PS SERVICE OG MONTAGE V/PETER SKOV LARSEN,22277666
PW-BYG APS,22721624
RAVN-BYG,50989398
RÆBILD BYGGER,23801280
REJNAR JENSEN APS,98173632
RENOMMÉ BYG APS,25606180
RK TØMRER OG SNEDKER,27292022
RUBENHAANDVAERK,30276065
RYTTER TØMRER OG KØKKENMONTAGE V/SØREN RYTTER,51922240
S.PEDERSEN BYG,31239176
SAVFØREREN/HANSTHOLM KØKKEN - AALBORG V/PREBEN ABILDGAARD,98385691
SB BOLIG BYG APS,25741511
SD CONSTRUCTION APS,25123576
SENIORTØMREN APS,40684552
SG-BYG TØMRER & SNEDKER APS,29921768
SIMON ALS NIELSEN,60680902
SKALKAM BYG APS,27886969
SKIBSTØMRER VALTHER ELLENSOHN,28558600
SKJØTT TØMRER OG SNEDKER APS,98133601
SNEDKER-TØMRERMESTER NIELS GRØNHØJ,98341585
SNEDKERINDEN V/MARIE BANG,98298616
SONNE-BYG APS,51488747
SØNDERKÆRET AF 1. AUGUST 2012 APS,98318711
SØRENS MULTISERVICE V/SØREN BLOK,21225965
SPOGASKESTAS,28556488
ST HOME IVS,21962066
STEENSBYG SMBA,60629506
STUDSBJERG BYG & MONTAGE,53642106
SVENDSEN KONGERSLEV APS,98331422
T. VORM-BYG,98185013
TD HANDYMAN SERVICES,91442849
THOMSEN TØMRER OG SNEDKER,40284128
TONNY TØMMERFIRMA,25484849
TØMRER - SNEDKER HANS JOHANSEN,98750770
TØMRER & KØKKENMONTØR V/MADS BERTELSEN,42921378
TØMRER & SANDBLÆSNING V/HENRIK JENSEN,98315648
TØMRER & SNEDKER LASSE CHRISTENSEN APS,22670465
TØMRER & SNEDKER LASSE CHRISTENSEN APS. VÆRKSTED,22670465
TØMRER & SNEDKERM POUL ANDERSEN,98259476
TØMRER BILL NIELSEN,98101522
TØMRER BOLDT,22238990
TØMRER HANS LUMHOLDT,23320353
TØMRER JOHNNY JOCHUMSEN APS,98293738
TØMRER KAJ EGE NIELSEN,98184047
TØMRER NIELSEN IVS,21401237
TØMRER OG SNEDKER HANS JØRGEN CHRISTENSEN,98669080
TØMRER OLSEN,22710031
TØMRER POUL-ERIK JENSEN,98171470
TØMRER- & SNEDKERFIRMAET FREDE D. NIELSEN A/S,96302800
TØMRER- & SNEDKERMESTER MADS CHR. BJERG,22160580
TØMRER- & SNEDKERMESTER MADS CHR. BJERG APS,22160580
TØMRER- OG SNEDKER CLAUS BYSKOV,40414225
TØMRER- OG SNEDKERFIRMAET ERIK LINNEBERG A/S,98158052
TØMRER- OG SNEDKERFIRMAET POUL MORTENSEN APS,98162812
TØMRER- OG SNEDKERFIRMAET WINTHER APS,52174705
TØMRER- SNEDKERMESTER KURT VEGGERBY RASMUSSEN,98350177
TØMRER-SNEDKER MORTEN GEORGSEN,93918738
TØMRER/LANDMAND KURT JENSEN,98316287
TØMRER/SNEDKERMESTER LEIF TANG NIELSEN,98382122
TØMRERFIRMAET - VORK,60560344
TØMRERFIRMAET 57 APS,70701084
TØMRERFIRMAET ANTON MADSEN,27821142
TØMRERFIRMAET DAN JENSEN A/S,98260808
TØMRERFIRMAET DENNIS KRISTENSEN APS,28976965
TØMRERFIRMAET E KRISTENSEN OG SØN ELLIDSHØJ APS,98384010
TØMRERFIRMAET FREDERIK NIELSEN APS,40566768
TØMRERFIRMAET HCBYG,71503332
TØMRERFIRMAET JENS SØRENSEN APS,20228166
TØMRERFIRMAET K.B. HANSEN APS,22981041
TØMRERFIRMAET KASPER ANDERSEN,22849964
TØMRERFIRMAET KERFF V/ANDERS K HØJ,28892231
TØMRERFIRMAET NIKLAS NIELSEN,28899318
TØMRERFIRMAET OTTO APS,23836535
TØMRERFIRMAET SØREN BERNHARD APS,40982628
TØMRERMESTER - MIKAEL ANDERSEN,22619900
TØMRERMESTER ANDREASSEN,27518132
TØMRERMESTER DENNIS KRISTENSEN APS,28976965
TØMRERMESTER ERIK RØDBRO PEDERSEN,98166821
TØMRERMESTER HENRIK NOBEL APS,20293068
TØMRERMESTER JACOB B. OLESEN APS,20704080
TØMRERMESTER KIM FREDERIKSEN APS,20973079
TØMRERMESTER OG BYGNINGSSNEDKER PER HANSEN A/S,40206915
TØMRERMESTER OLE BÆK PEDERSEN APS,98281747
TØMRERMESTER PER ANDERSEN,20330034
TØMRERMESTER POUL MARTIN ANDERSEN KLARUP APS,98319561
TT MULTIBYG APS,49408380
TYBJERG BYG APS,51513098
TYBJERG CONSTRUCTION APS,22725119
ULRIK DAMSTED - DIN HÅNDVÆRKER,60606684
VAABENGAARD & IVERSEN APS,40116658
VEGGER TØMRER- & SNEDKERFORRETNING APS,98666019
VERNER FREDSGAARD & SØN A/S,98381577
VESTER HASSING MASKINSNEDKERI,98256069
VK TAGDÆKNING APS,21797919
WV BYG V/LENE WAGNER VISHART,98141740
BILCENTRET VENDSYSSEL,98103030
CITY SYD AUTOLAK,98181815
PAVA CENTER FREDERIKSHAVN APS,98438700
PAVA NØRRESUNDBY APS,28605101
PAVA PRODUKTER A/S,98380500
UNDERVOGNTUNNELLEN APS,98181815
2S SECURITY,20145336
ACE SIKRING APS,22997210
ACTAS A/S,70265858
ALS SEQUR APS,40995558
BOSSENS,26857169
C.J.SECURITY.SOLUTION,24419856
CREATIVE KEEP OFFICIAL HELP,60121590
DAN GROUP ALARM SKIVE A/S,70232344
DØRMÆND I AALBORG,42409311
EL-PROTEC SECURITY APS,70224478
EL-PROTEC VAGT APS,70224478
G4S SECURITY SERVICES A/S,98122922
GPS-KONTROL IVS,61799893
HAMMER HUS OG HAVE,40603050
HOLOS SOLUTIONS IVS,29617480
JB VAGT,28122701
KONTROLLØRTEAM NORDJYLLAND,27500720
L.K. MONTAGE,40202544
M.B. SECURITY SERVICE,23867054
ML ALARM & OVERVÅGNING,20984140
MSR-VAGT APS,20669099
NORDJYLLANDS BEREDSKAB I/S,70151514
NORDJYSK KONTROL,21232141
PHRONT SOLUTIONS,26133726
R4Y APS,52234000
RIEL A/S,70702023
SAFEGUARD V/KASPER BÆK RASMUSSEN,24859895
SECURE ALLIANCE IVS,22856789
SECURITAS A/S,43434388
SELSKABET AF 7. MAJ 2019 APS,70224478
SHJ ELEKTRONIK V/SVEND JØRGENSEN,98158714
SKYTTENS SIKRING APS,70262673
STEENS VAGT OG DØRMAND,61270522
TELESIKRING A/S,70133233
UNIVERSAL CERTIFIED GUIDING TERAPI,60121590
VM-SIKRING A/S NIBE,70230550
A-VIKAR APS,72132323
ACTIVCARE A/S,96318071
ADECCO A/S,38387030
AIR-TECH NORD,60741112
